我的商店广告报告 - Shopee 马来西亚
用户名称:,kuca1.my
报告创建时间：,23/03/2023 23:12
时间：,22/03/2023 - 22/03/2023
商店ID:,833005508

排序,广告名称,状态,商品编号,广告类型,关键字/展示位置,匹配类型,搜寻结果,手动/自动,开始日期,结束日期,浏览数,点击数,点击率,平均排名,转化,直接转化,转化率,直接转化率,每点击成本,每一转化的成本,每一直接转化的成本,商品已出售,直接已售商品,销售金额,直接销售金额,花费,投资产出比,直接投资产出比,成本收入对比,直接成本收入对比,商品浏览数,商品点击数,商品点击率
1519,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,Almari plywood,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1520,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,almari rotan,手动,09/12/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1521,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,gerobok plastik,手动,09/12/2022 00:00,无限制,1,0,0.00%,31.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1522,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,kabinet plastik 1 tingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,16.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1523,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,pvc wardrobe,手动,09/12/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1524,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,rak pakaian bertingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,11.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1525,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,rak pakaian bertutup,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1526,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,rak plastik dua pintu,手动,09/12/2022 00:00,无限制,1,0,0.00%,14.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1527,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,almari pakaian plastik,广泛匹配,Set almari solek murah,手动,09/12/2022 00:00,无限制,1,0,0.00%,20.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1528,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,american style chest drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,13.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1529,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,cloth drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,0.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1530,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,Deep narrow Chest drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,16.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1531,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,drawer baju budak,手动,09/12/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1532,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,drawer garam,手动,09/12/2022 00:00,无限制,1,0,0.00%,27.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1533,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,drawwer baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,39.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1534,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,foldable plastic rack drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,14.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1535,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,kabinet drawer baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1536,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,kotak drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,8.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1537,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,laci baju drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,15.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1538,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,organizer home stackable clothes organization ikea kotak simpan barang laci almari baju 衣橱收纳盒 wardrobe storage drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1539,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,rak baju bertingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1540,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,rak baju ikea drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,1.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1541,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,rak bertingkat baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1542,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,rak laci baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1543,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,Specs drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,17.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1544,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,tingkat baju,手动,09/12/2022 00:00,无限制,1,0,0.00%,0.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1545,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer baju,广泛匹配,wodden drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,1.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1546,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,3 in 1 drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,25.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1547,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,4 drawer chest,手动,09/12/2022 00:00,无限制,1,0,0.00%,11.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1548,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,5 chest drawer big size,手动,09/12/2022 00:00,无限制,1,0,0.00%,7.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1549,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,5 layer wardrobe,手动,09/12/2022 00:00,无限制,1,0,0.00%,8.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1550,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,6 tier drawer cabinet,手动,09/12/2022 00:00,无限制,1,0,0.00%,19.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1551,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,almari 5 tingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,29.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1552,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,almari drawer besi,手动,09/12/2022 00:00,无限制,1,0,0.00%,18.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1553,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,almari laci 4 tingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,9.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1554,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,almari laci pasang siap,手动,09/12/2022 00:00,无限制,1,0,0.00%,6.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1555,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,almari locker,手动,09/12/2022 00:00,无限制,1,0,0.00%,0.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1556,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,almari lutsinar,手动,09/12/2022 00:00,无限制,1,0,0.00%,26.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1557,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,Baby clothes drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,14.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1558,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,baby drawer wardrobe,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1559,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,Big drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,3.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1560,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,big drawer plastic,手动,09/12/2022 00:00,无限制,1,0,0.00%,32.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1561,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,big drawer storage,手动,09/12/2022 00:00,无限制,1,0,0.00%,2.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1562,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,chest drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,6.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1563,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,chest drawer 6 layer,手动,09/12/2022 00:00,无限制,1,0,0.00%,5.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1564,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,chest drawer plastic,手动,09/12/2022 00:00,无限制,1,0,0.00%,13.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1565,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,chest drawer with hanging shelf,手动,09/12/2022 00:00,无限制,1,0,0.00%,16.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1566,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,chest drawer with lock,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1567,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,chest of drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1568,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,Chest of drawer 4 drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,29.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1569,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,Cupboard with two drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,4.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1570,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,display cabinet drawer,手动,09/12/2022 00:00,无限制,1,0,0.00%,27.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1571,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,dolphin cabinet,手动,09/12/2022 00:00,无限制,1,0,0.00%,10.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1572,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,drawer 5 layer,手动,09/12/2022 00:00,无限制,1,0,0.00%,1.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1573,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,drawer 5 tingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1574,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,Drawer baby,手动,09/12/2022 00:00,无限制,1,0,0.00%,13.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1575,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,drawer baju hard wood,手动,09/12/2022 00:00,无限制,1,0,0.00%,7.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1576,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,drawer besar 3 tingkat,手动,09/12/2022 00:00,无限制,1,0,0.00%,47.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
1577,Buy 1 take 1!KUCA Drawer Upgraded 52CM wardrobe oversized baby drawer Wardrobe Storage box Home Organizer Wardrobe almari baju budak almari baju murah,正常,10098011012,商品搜索广告,drawer cabinet,广泛匹配,drawer box storage,手动,09/12/2022 00:00,无限制,1,0,0.00%,12.0,0,0,0.00%,0.00%,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.0,0.0,0.00%,0.00%,N/A,N/A,N/A
